time,from,to,message,translation
2018-11-08 01:38:05,wxid_5390224027312,qq78263462,外冷内热,Cold outside but warm-hearted inside
2018-11-08 01:38:06,qq78263462,wxid_5390224027312,留微信撒,Leave your WeChat account.
2018-11-08 01:38:15,wxid_5390224027312,qq78263462,留了哈哈哈哈哈,Left hahaha
2018-11-08 01:38:19,qq78263462,wxid_5390224027312,留个微信 做朋友,"Leave a WeChat, let's be friends."
2018-11-08 01:38:20,qq78263462,wxid_5390224027312,哈哈哈哈哈,Hahaha
2018-11-08 01:38:27,qq78263462,wxid_5390224027312,东北是那样的,The Northeast is like that.
2018-11-08 01:38:41,qq78263462,wxid_5390224027312,你注意保暖,Remember to keep warm.
2018-11-08 01:38:46,qq78263462,wxid_5390224027312,那边干得很,They are working hard over there.
2018-11-08 01:38:47,wxid_5390224027312,qq78263462,搞定他让他给领导多说点好话,Get him to say more good things to the leader.
2018-11-08 01:38:48,wxid_5390224027312,qq78263462,哈哈哈哈哈,Hahahaha
2018-11-08 01:38:50,wxid_5390224027312,qq78263462,就是干得很,Just do it well
2018-11-08 01:38:55,wxid_5390224027312,qq78263462,脸都擦不散,Can't wipe off the face
2018-11-08 06:32:27,qq78263462,wxid_5390224027312,我们两个住吗？,Shall the two of us live together?
2018-11-08 06:32:31,qq78263462,wxid_5390224027312,去团建的时候,When going for team building
2018-11-08 06:43:46,wxid_5390224027312,qq78263462,可能不得行了，大海跟周巧说了[捂脸],"It may not work, the sea told Zhou Qiao [covering face]"
2018-11-08 06:43:55,wxid_5390224027312,qq78263462,,
2018-11-08 06:44:28,qq78263462,wxid_5390224027312,我靠,I rely on
2018-11-08 06:44:35,qq78263462,wxid_5390224027312,你很抢手吗,Are you in great demand?
2018-11-08 06:44:45,qq78263462,wxid_5390224027312,我现在去跟谁住....,Who should I go live with now?
2018-11-08 06:44:52,wxid_5390224027312,qq78263462,你问问老赵,Ask Lao Zhao
2018-11-08 06:44:56,wxid_5390224027312,qq78263462,赵恒宇,Zhao Hengyu
2018-11-08 06:45:00,wxid_5390224027312,qq78263462,佳爷不去,Grandpa isn't going
2018-11-08 06:45:07,qq78263462,wxid_5390224027312,啊？,Oh?
2018-11-08 06:45:13,qq78263462,wxid_5390224027312,佳爷为什么不去,Why doesn't Jiaye go?
2018-11-08 06:45:33,wxid_5390224027312,qq78263462,张欢根周巧，我问了，我本来说让张欢根海锅他说之前跟周巧说好了,"Zhang Huangen Zhou Qiao, I asked, I originally said to let Zhang Huangen sea pot, he said he had agreed with Zhou Qiao before."
2018-11-08 06:45:40,wxid_5390224027312,qq78263462,佳爷身体着不住,Grandpa cannot keep up with his health.
2018-11-08 06:45:43,wxid_5390224027312,qq78263462,她身体不好,She is in poor health.
2018-11-08 06:46:07,qq78263462,wxid_5390224027312,啊？,Oh?
2018-11-08 06:46:39,wxid_5390224027312,qq78263462,一直在吃药她,She has been taking medicine continuously.
2018-11-08 06:47:03,qq78263462,wxid_5390224027312,哦哦哦~ 我跟老赵说了  她还没回我,"Oh~ I told Lao Zhao, but she hasn't replied to me yet."
2018-11-08 06:47:26,wxid_5390224027312,qq78263462,嗯嗯,Hmmhm
2018-11-08 06:47:43,qq78263462,wxid_5390224027312,还有前台。。。,And the front desk...
2018-11-08 06:48:07,wxid_5390224027312,qq78263462,对，还有张月,"Yes, there is also Zhang Yue."
2018-11-08 06:48:38,qq78263462,wxid_5390224027312,我不跟张月住。。。,I don't live with Zhang Yue.
2018-11-08 06:49:54,wxid_5390224027312,qq78263462,那你问跟前台或者老赵可以问一下,Then you can ask the front desk or Mr. Zhao.
2018-11-08 06:54:30,wxid_5390224027312,qq78263462,有回你了吗,Have you replied?
2018-11-08 06:55:00,qq78263462,wxid_5390224027312,就是我跟老赵,It's me and Lao Zhao.
2018-11-08 06:55:09,qq78263462,wxid_5390224027312,妈哟 你好受欢迎哦,"Wow, you are so popular, mom."
2018-11-08 06:55:26,wxid_5390224027312,qq78263462,[捂脸][捂脸][捂脸],[Facepalm] [Facepalm] [Facepalm]
2018-11-08 07:03:33,wxid_5390224027312,qq78263462,你泡不泡温泉,Do you want to soak in a hot spring?
2018-11-08 07:03:35,wxid_5390224027312,qq78263462,过去,past
2018-11-08 07:05:39,qq78263462,wxid_5390224027312,不去,Do not go
2018-11-08 07:05:43,qq78263462,wxid_5390224027312,你要去吗,Are you going?
2018-11-08 07:05:48,wxid_5390224027312,qq78263462,咋呐,What's up?
2018-11-08 07:05:53,wxid_5390224027312,qq78263462,我想去,I want to go
2018-11-08 07:05:55,qq78263462,wxid_5390224027312,不喜欢,Don't like
2018-11-08 07:06:01,qq78263462,wxid_5390224027312,你想去就去嘛,Just go if you want to go
2018-11-08 07:06:06,wxid_5390224027312,qq78263462,我没泡过，想试哈,I have never tried it. I would like to give it a try.
2018-11-08 07:06:08,wxid_5390224027312,qq78263462,哈哈哈,Hahaha
2018-11-08 07:07:00,qq78263462,wxid_5390224027312,可以 到时候我去池子边上看你,I can come and see you by the pool side.
2018-11-08 07:07:20,wxid_5390224027312,qq78263462,😂😂😂没得看头的,There is nothing to see.
2018-11-08 07:07:23,wxid_5390224027312,qq78263462,胸都没得,Without a word.
2018-11-08 07:07:29,wxid_5390224027312,qq78263462,内衣穿起我都不舒服,I don't feel comfortable wearing underwear.
2018-11-08 07:07:39,wxid_5390224027312,qq78263462,不是为了好看一点我才不穿内衣[捂脸],"Not for the sake of looking good, I don't wear a bra [covering face]"
2018-11-08 07:08:18,qq78263462,wxid_5390224027312,算了嘛 我A的人,Forget it. I am a person who is good at A.
2018-11-08 07:08:22,qq78263462,wxid_5390224027312,不要跟我说胸小的事情,Don't talk to me about having a small chest.
2018-11-08 07:08:50,wxid_5390224027312,qq78263462,她们说我是A-[捂脸],They say I am A-[covering face]
2018-11-08 07:10:17,qq78263462,wxid_5390224027312,没事,No problem.
2018-11-08 07:10:20,qq78263462,wxid_5390224027312,我们穿衣服好看,We look good in our clothes.
2018-11-08 07:10:25,qq78263462,wxid_5390224027312,虽然脱了不好看,Although it is not good-looking when taken off.
2018-11-08 07:11:23,wxid_5390224027312,qq78263462,哈哈哈哈有道理,Hahaha makes sense
2018-11-08 07:11:56,qq78263462,wxid_5390224027312,哎呀 我哦跟赵恒宇其实也不是很熟哒,"Oh, I'm not very familiar with Zhao Hengyu."
2018-11-08 07:12:25,wxid_5390224027312,qq78263462,没关系，我们挨到,"It's okay, we will get through this."
2018-11-08 07:12:30,wxid_5390224027312,qq78263462,他们要去打麻将,They want to go play mahjong.
2018-11-08 07:14:00,qq78263462,wxid_5390224027312,嗯 。好,Hmm. Okay.
2018-11-08 08:10:37,wxid_5390224027312,qq78263462,,
2018-11-08 08:10:55,wxid_5390224027312,qq78263462,这个客户是领导,This customer is a leader.
2018-11-08 08:11:03,wxid_5390224027312,qq78263462,,
2018-11-08 08:11:11,qq78263462,wxid_5390224027312,嗯嗯？,Mm-hmm?
2018-11-08 08:11:29,wxid_5390224027312,qq78263462,,
2018-11-08 08:12:14,wxid_5390224027312,qq78263462,帮我出出主意😂😂,Give me some ideas 😂😂
2018-11-08 08:13:09,qq78263462,wxid_5390224027312,他说你产品不行了吗？,Did he say your product is not good anymore?
2018-11-08 08:13:12,qq78263462,wxid_5390224027312,怎么说的？,What did he say?
2018-11-08 08:13:16,qq78263462,wxid_5390224027312,原话,Original quote
2018-11-08 08:13:30,wxid_5390224027312,qq78263462,技术听到价格就晕头,The technician gets a headache just hearing the price.
2018-11-08 08:13:32,wxid_5390224027312,qq78263462,太贵了,Too expensive.
2018-11-08 08:14:11,wxid_5390224027312,qq78263462,,
2018-11-08 08:14:39,qq78263462,wxid_5390224027312,就只说了个太贵了吗？,Just said it's too expensive?
2018-11-08 08:14:45,qq78263462,wxid_5390224027312,是贵,It is expensive
2018-11-08 08:14:52,qq78263462,wxid_5390224027312,还是说技术不好？,Is it because the technology is not good?
2018-11-08 08:15:01,wxid_5390224027312,qq78263462,没说技术不好,Not saying the technology is bad
2018-11-08 08:15:16,wxid_5390224027312,qq78263462,就说产品贵，而且有其他厂家,"Just saying that the product is expensive, and there are other manufacturers."
2018-11-08 08:15:24,wxid_5390224027312,qq78263462,安盛和永信,AnSheng and Yongxin
2018-11-08 08:16:17,wxid_5390224027312,qq78263462,还有美亚，这几家跟他们都不我们跟他们熟,"There is also Meiya, these few are not familiar to us like them."
2018-11-08 08:16:33,wxid_5390224027312,qq78263462,而且他们领导我只见过一次,And I have only met their leader once.
2018-11-08 08:17:16,wxid_5390224027312,qq78263462,今天本来准备见第二次，但是他说要加班的，但是我觉得加班是假的，只是这个项目不想跟我们做了,"Today was supposed to be our second meeting, but he said he had to work overtime. However, I feel like the overtime is just an excuse, he just doesn't want to work on this project with us anymore."
2018-11-08 08:17:27,wxid_5390224027312,qq78263462,我的意思是我想挽回一下，还有没有办法,"My point is that I want to try to save it, is there any way?"
2018-11-08 08:17:36,wxid_5390224027312,qq78263462,我不晓得咋子切入了,I don't know how to approach it.
2018-11-08 08:17:49,qq78263462,wxid_5390224027312,你私底下联系他,You contact him privately.
2018-11-08 08:18:00,wxid_5390224027312,qq78263462,我就是跟他微信联系的,I am in contact with him on WeChat.
2018-11-08 08:18:12,qq78263462,wxid_5390224027312,你跟他表达这个意思 看行不行：,Can you express this meaning to him and see if it works:
2018-11-08 08:18:58,wxid_5390224027312,qq78263462,我就发微信说：我说，“宇哥，我想做你们这个项目，不知道可不可以给个机会，”这样行不,"I sent a WeChat message saying, ""I said, 'Brother Yu, I would like to work on this project with you. Can you give me a chance?'"" Will this work?"
2018-11-08 08:20:12,qq78263462,wxid_5390224027312,不要这样说,Don't say it like that.
2018-11-08 08:20:19,qq78263462,wxid_5390224027312,你这样子说等于没说,Saying it like this is equivalent to not saying anything.
2018-11-08 08:20:25,qq78263462,wxid_5390224027312,你能不能给他回扣？,Can you give him a kickback?
2018-11-08 08:20:28,wxid_5390224027312,qq78263462,😂😂😂,"I am capable of translating texts, sure thing! Just provide me with the text you would like to be translated."
2018-11-08 08:20:31,wxid_5390224027312,qq78263462,可以,Can
2018-11-08 08:20:37,qq78263462,wxid_5390224027312,多少？,How much?
2018-11-08 08:23:10,qq78263462,wxid_5390224027312,你要表达几点，用你自己的话组织语言：1、我们公司虽然不出名 ，但是实力很强 ，这个是行业内都能打听到的，产品价格这些都好商量，宇哥希望你多多支持。2、我们之前做的客户都要给对方单位一些返利，我也是第一次来东北，对情况不太熟悉，宇哥这次帮帮忙，到时候我会跟公司申请把返利全权交给宇哥处理。,"1. Our company may not be well-known, but we are very strong. This is something that can be heard throughout the industry. We can negotiate well on product prices and other things. Brother Yu hopes that you can show your support. 

2. We used to give some rebates to the clients we worked with. This is my first time coming to the Northeast, and I am not very familiar with the situation here. Brother Yu, please help me out this time. I will apply to the company to let Brother Yu handle all the rebates."
2018-11-08 08:24:58,wxid_5390224027312,qq78263462,嗯好,Okay.
2018-11-08 08:25:01,wxid_5390224027312,qq78263462,我发给他,I sent it to him.
2018-11-08 08:25:04,wxid_5390224027312,qq78263462,组织哈,Organize哈
2018-11-08 08:26:21,qq78263462,wxid_5390224027312,还有，宇哥，我们的合作是长期的，将来我也会一直给我们东北这边的单位争取利益。,"Also, Yu Ge, our cooperation is long-term, and in the future I will always strive for the interests of our units in the northeast."
2018-11-08 08:26:30,qq78263462,wxid_5390224027312,前提是你真的能给他回扣哈，,The premise is that you can really give him a kickback.
2018-11-08 08:26:36,qq78263462,wxid_5390224027312,不能给不要乱答应,Do not say yes to things you cannot do.
2018-11-08 08:26:52,qq78263462,wxid_5390224027312,我估计就是你没给他表达这些，他觉得没好处。,"I guess it's because you didn't express these things to him, so he feels there's no benefit."
2018-11-08 08:27:09,qq78263462,wxid_5390224027312,你要是表达了这些，他还不干，可能就是别的原因了,"If you have expressed these, and he still does not agree, it may be for other reasons."
2018-11-08 08:27:59,qq78263462,wxid_5390224027312,你说完了，如果他有态度改变，马上喊他出来吃饭，你就说他加他的班，反正你也没事，你可以等他。,"After you finish speaking, if he changes his attitude, immediately call him out to eat. You can say he has to do his shift, anyway you have nothing to do, you can wait for him."
2018-11-08 08:28:46,qq78263462,wxid_5390224027312,,
2018-11-08 08:29:09,qq78263462,wxid_5390224027312,你以后千万不要去跟客户说这种话，人家还以为你愿意睡他,"In the future, please never tell customers such things, otherwise they might think you are willing to sleep with them."
2018-11-08 08:29:25,qq78263462,wxid_5390224027312,就是谈利益，利益都谈不下来的人，就是真的谈不下来。,"It's just about discussing interests, and if people can't come to an agreement on interests, then they really can't come to an agreement."
2018-11-08 08:29:30,qq78263462,wxid_5390224027312,没有人不爱钱,Everyone loves money.
2018-11-08 08:34:03,wxid_5390224027312,qq78263462,好的，我发给他了,"Okay, I sent it to him."
2018-11-08 08:34:07,wxid_5390224027312,qq78263462,等他回复,Wait for his reply
2018-11-08 08:34:09,qq78263462,wxid_5390224027312,我靠,I rely on
2018-11-08 08:34:15,qq78263462,wxid_5390224027312,你这么快,You are so fast
2018-11-08 08:34:18,wxid_5390224027312,qq78263462,怎么了,What's wrong
2018-11-08 08:34:20,qq78263462,wxid_5390224027312,想好没有哦,Have you thought it through?
2018-11-08 08:34:35,qq78263462,wxid_5390224027312,确定没有表达失误嘛,Are you sure there are no mistakes in the expression?
2018-11-08 08:34:45,wxid_5390224027312,qq78263462,肯定有,Definitely have
2018-11-08 08:34:48,wxid_5390224027312,qq78263462,[捂脸][捂脸][捂脸],[Covering face] [Covering face] [Covering face]
2018-11-08 08:34:51,wxid_5390224027312,qq78263462,失误,Mistake
2018-11-08 08:35:01,wxid_5390224027312,qq78263462,我按照你发的大概修改了一下,I made some changes based on what you sent.
2018-11-08 08:35:03,qq78263462,wxid_5390224027312,我还说你发给我 我帮你看下呢,"I also said you sent it to me, I will help you take a look."
2018-11-08 08:35:09,qq78263462,wxid_5390224027312,嗯 。。。,Hmm...
2018-11-08 08:35:20,qq78263462,wxid_5390224027312,意思表达到位就行,Just express the meaning accurately.
2018-11-08 08:35:32,wxid_5390224027312,qq78263462,,
2018-11-08 08:35:41,wxid_5390224027312,qq78263462,你帮我看看再加加什么,Can you help me take a look and add something more?
2018-11-08 08:35:42,wxid_5390224027312,qq78263462,[捂脸][捂脸][捂脸],[Covering face] [Covering face] [Covering face]
2018-11-08 08:35:47,wxid_5390224027312,qq78263462,我不会发这种,I will not send this.
2018-11-08 08:36:10,qq78263462,wxid_5390224027312,可以,Sure
2018-11-08 08:36:22,qq78263462,wxid_5390224027312,你这样说了他要么就跟你说真实原因,"You saying this way, he either tells you the real reason."
2018-11-08 08:36:29,qq78263462,wxid_5390224027312,要么就会转变态度,"Otherwise, attitudes will change."
2018-11-08 08:36:31,qq78263462,wxid_5390224027312,你看嘛,You see.
2018-11-08 08:43:07,wxid_5390224027312,qq78263462,,
2018-11-08 08:43:59,qq78263462,wxid_5390224027312,以后有事找思思姐,Find Sister Sisi if you need anything in the future.
2018-11-08 08:44:07,qq78263462,wxid_5390224027312,哈哈哈哈哈哈,Hahahaha
2018-11-08 08:44:44,wxid_5390224027312,qq78263462,然后我晚上还要找她吃饭不,Then I have to have dinner with her in the evening.
2018-11-08 08:45:06,wxid_5390224027312,qq78263462,思思姐我爱你,"Sister Si Si, I love you."
2018-11-08 08:47:28,wxid_5390224027312,qq78263462,思思姐你要跟我一起出差我需要你,"Sisi, I need you to go on a business trip with me."
2018-11-08 08:50:43,qq78263462,wxid_5390224027312,你就说 晚上希望宇哥一定要赏光吃个饭  吃个宵夜也行  宇哥加班也没事哈  我等你下班就是了,Just say that you hope Yuge will definitely come and have a meal with us tonight. Having supper is also okay. It's fine if Yuge has to work overtime. I'll just wait for you to finish work.
2018-11-08 08:50:49,qq78263462,wxid_5390224027312,就这样子跟他说,Just tell him like that.
2018-11-08 08:52:08,wxid_5390224027312,qq78263462,,
2018-11-08 08:52:25,wxid_5390224027312,qq78263462,我就还是这样回行不行,Can I just go back like this?
2018-11-08 08:53:03,qq78263462,wxid_5390224027312,可以啊,Sure.
2018-11-08 08:53:29,qq78263462,wxid_5390224027312,你喊他今天吃了饭  把他最关心的回扣的事情说清楚  下周就不用等他了撒？,"You tell him that he has eaten today and clarify the issue of the rebate he cares most about. We won't have to wait for him next week, right?"
2018-11-08 08:53:48,wxid_5390224027312,qq78263462,但是我有点虚,But I feel a little empty.
2018-11-08 08:53:56,wxid_5390224027312,qq78263462,我之前都没谈过,I have never dated before.
2018-11-08 08:53:57,qq78263462,wxid_5390224027312,还有，谈回扣的事情，你不要带张欢去，他们很忌讳人多,"Also, when it comes to discussing kickbacks, do not bring Zhang Huan along. They are very wary of too many people."
2018-11-08 08:53:59,qq78263462,wxid_5390224027312,你自己去,You go yourself
2018-11-08 08:54:06,qq78263462,wxid_5390224027312,你有多少权利嘛/,How much power do you have?
2018-11-08 08:54:10,wxid_5390224027312,qq78263462,张欢她也不想去,"Zhang Huan, she also does not want to go."
2018-11-08 08:54:18,qq78263462,wxid_5390224027312,你能给多少？,How much can you give?
2018-11-08 08:54:19,wxid_5390224027312,qq78263462,她一直说不去吃这种饭,She has been saying that she doesn't want to eat this kind of food.
2018-11-08 08:54:33,wxid_5390224027312,qq78263462,王哲说最多最多10%,Wang Zhe said at most 10%
2018-11-08 08:54:41,wxid_5390224027312,qq78263462,不走渠道价格,Do not follow the official channels for pricing.
2018-11-08 08:54:49,qq78263462,wxid_5390224027312,你怕锤子啊 ，你事去给人家送钱的，这种时候你是财神,"You're afraid of being hammered. It's your job to give money to others. At this time, you are the god of wealth."
2018-11-08 08:54:54,wxid_5390224027312,qq78263462,走渠道的话可能6-8%,"If you go through the channel, it may be 6-8%"
2018-11-08 09:12:39,qq78263462,wxid_5390224027312,,
2018-11-08 09:16:47,wxid_5390224027312,qq78263462,以后你就是我大哥了，思思姐我要跟你混,"In the future, you will be my big brother, Sister Si, I want to be with you."
2018-11-08 09:17:14,qq78263462,wxid_5390224027312,思思姐现在太穷了,Sisi is too poor now.
2018-11-08 09:17:15,qq78263462,wxid_5390224027312,哈哈哈哈哈,Hahahaha
2018-11-08 09:17:32,qq78263462,wxid_5390224027312,以后一起致富,Let's get rich together in the future.
2018-11-08 09:18:34,wxid_5390224027312,qq78263462,走思思姐来出差,Zou Sister is going on a business trip.
2018-11-08 09:19:08,qq78263462,wxid_5390224027312,本来C总就是说 意思喊我一起跟你去看看听听,"Originally, C always says: ""Let's go together to see and listen""."
2018-11-08 09:19:25,qq78263462,wxid_5390224027312,有机会的，,Opportunity.
2018-11-08 09:19:30,wxid_5390224027312,qq78263462,后面可以来，张欢不想出差这么久，他可能下周就回来了,"You can come later, Zhang Huan doesn't want to be away for so long, he might be back as early as next week."
2018-11-08 09:19:41,wxid_5390224027312,qq78263462,我要呆到下下周,I will stay until the week after next.
2018-11-08 09:19:54,qq78263462,wxid_5390224027312,她就第一次见面在就行了吧,Just meeting her for the first time is enough.
2018-11-08 09:20:01,qq78263462,wxid_5390224027312,后面部需要她了吧,"She needs to take care of the back part, right?"
2018-11-08 09:20:04,qq78263462,wxid_5390224027312,不,Do not
2018-11-08 09:20:26,wxid_5390224027312,qq78263462,嗯嗯，后面不需要她,"Hmm, she is not needed anymore."
2018-11-08 09:20:45,wxid_5390224027312,qq78263462,但是王哲说这边机票太贵了，让她跟着我多跑两天,"But Wang Zhe said that the plane tickets here are too expensive, so he asked her to follow me for a few more days."
2018-11-08 09:20:57,qq78263462,wxid_5390224027312,我觉得每次他们讲的都是那些啊……,I think they always talk about the same things...
2018-11-08 09:21:10,qq78263462,wxid_5390224027312,你自己不能讲？,Can't you speak for yourself?
2018-11-08 09:21:43,wxid_5390224027312,qq78263462,我能讲啊，这次是把产品带过来演示了,"I can speak, this time I brought the product for demonstration."
2018-11-08 09:21:49,wxid_5390224027312,qq78263462,还有后台操作哪些,What backend operations are there?
2018-11-08 09:22:22,qq78263462,wxid_5390224027312,技术不适合跟着去见客户,Technology is not suitable for meeting clients.
2018-11-08 09:22:49,qq78263462,wxid_5390224027312,他们骨子里看不起商务 但是商务才是成不成的关键,"They inherently look down on business, but business is the key to success."
2018-11-08 09:23:07,wxid_5390224027312,qq78263462,对了，还有一个技术，技术是主要负责测试产品，看好不好用然后跟领导反馈，我应该怎么对待这个技术,"By the way, there is also a skill, which is primarily responsible for testing products, evaluating whether they are user-friendly, and providing feedback to the leader. How should I deal with this skill?"
2018-11-08 09:23:19,wxid_5390224027312,qq78263462,对，她很反正这种事情,"Yes, she is very straightforward about this kind of thing."
2018-11-08 09:23:31,wxid_5390224027312,qq78263462,反感,Aversion
2018-11-08 09:23:45,qq78263462,wxid_5390224027312,又不是每一单业务都要黑国外的外交部 ，这么多东西满大街都有，还真的以为自己的产品很无敌吗,"Not every single business needs to hack the foreign ministry. There are so many things found everywhere, do you really think your product is invincible?"
2018-11-08 09:23:56,qq78263462,wxid_5390224027312,还不是靠商务卖出去的,It is not sold out by business operations.
2018-11-08 09:24:28,wxid_5390224027312,qq78263462,就是啊，产品垃圾的很,"Yes, the product is really garbage."
2018-11-08 09:24:29,qq78263462,wxid_5390224027312,你说那个技术是他们公安的人？,You said that technique is from their public security personnel?
2018-11-08 09:24:35,wxid_5390224027312,qq78263462,我们公司的产品都不得行,Our company's products are not good.
2018-11-08 09:24:44,wxid_5390224027312,qq78263462,对，就是公安的人,"Yes, it's the police."
2018-11-08 09:24:57,qq78263462,wxid_5390224027312,搞好关系啊,Get along well with each other
2018-11-08 09:25:03,qq78263462,wxid_5390224027312,变成朋友啊,Become friends.
2018-11-08 09:25:07,qq78263462,wxid_5390224027312,请他吃饭撒,Please ask him to have a meal.
2018-11-08 09:25:42,qq78263462,wxid_5390224027312,他打配合 你很多事更容易,"He collaborates with you, making many things easier."
2018-11-08 09:25:59,wxid_5390224027312,qq78263462,好的，那我马上去请他吃饭看看的行不,"Okay, I will go invite him to dinner and see if he can make it."
2018-11-08 09:26:02,qq78263462,wxid_5390224027312,他们这种单位 就是讲究要名正言顺,They pay special attention to legitimacy and reason in this kind of unit.
2018-11-08 09:26:23,qq78263462,wxid_5390224027312,他都说好了 领导再怎么也要看看 搞不好还要买一买啊,"He has agreed to it. The leader needs to take a look at it, and may need to make a purchase."
2018-11-08 09:26:37,qq78263462,wxid_5390224027312,对了 那个宇哥是不是成都浩哥这种角色哦？,"By the way, is that Yu Ge the same type of character as Chengdu Hao Ge?"
2018-11-08 09:26:52,wxid_5390224027312,qq78263462,不是的,Not correct
2018-11-08 09:26:58,qq78263462,wxid_5390224027312,他是不是决定采购的人？他说话算数不？,Is he the one deciding on the procurement? Can we trust his word?
2018-11-08 09:26:59,wxid_5390224027312,qq78263462,没得浩哥权力大,Brother Hao doesn't have much power.
2018-11-08 09:27:08,wxid_5390224027312,qq78263462,是决定采购的人,The decision-maker for purchasing.
2018-11-08 09:27:10,wxid_5390224027312,qq78263462,算数,Arithmetic
2018-11-08 09:27:17,qq78263462,wxid_5390224027312,你确定？,Are you sure?
2018-11-08 09:27:23,qq78263462,wxid_5390224027312,他能决定采购哈,He can decide to make a purchase.
2018-11-08 09:27:34,qq78263462,wxid_5390224027312,你不要到时候送钱送错了人,You shouldn't end up sending money to the wrong person.
2018-11-08 09:27:42,wxid_5390224027312,qq78263462,嗯嗯,Hmmhm
2018-11-08 09:28:33,wxid_5390224027312,qq78263462,今天晚上约了那个代理吃饭，外面公司的吃烧烤,"Tonight I made plans to have dinner with that agent, we will have barbecue outside the company."
2018-11-08 09:28:37,qq78263462,wxid_5390224027312,一定要话事人 才能谈这些敏感的问题哈,Only the person in charge can discuss these sensitive issues.
2018-11-08 09:29:02,qq78263462,wxid_5390224027312,绝对不要跟其他的 底下的人谈,Never talk to the people below under any circumstances.
2018-11-08 09:29:06,qq78263462,wxid_5390224027312,节外生枝,The unexpected happens.
2018-11-08 09:29:14,wxid_5390224027312,qq78263462,嗯嗯，我跟他不谈这个问题，谈我们他之间的这些,"Hmm, I don't talk to him about this issue, but about the things between us."
2018-11-08 09:29:23,qq78263462,wxid_5390224027312,嗯。,Hmm.
2018-11-08 09:29:34,wxid_5390224027312,qq78263462,他也晓得这个问题，他很懂这些,He also knows this issue very well.
2018-11-08 09:30:22,wxid_5390224027312,qq78263462,那个人吃上饭了技术,That person has mastered the technique of eating.
2018-11-08 09:30:33,qq78263462,wxid_5390224027312,？,I am happy to help you.
2018-11-08 09:30:47,wxid_5390224027312,qq78263462,我准备约这个外面公司的人和公安单位的这个技术一起吃夜宵,I am ready to go out for supper with the people from this outside company and the technical staff from the public security unit.
2018-11-08 09:31:13,qq78263462,wxid_5390224027312,你自己掂量合适不,You decide if it's appropriate.
2018-11-08 09:31:27,qq78263462,wxid_5390224027312,有没得啥子话是他们两个不能串的,There is nothing they can't talk about.
2018-11-08 09:31:30,wxid_5390224027312,qq78263462,他们两个很熟，认得到,They are very familiar with each other.
2018-11-08 09:31:41,qq78263462,wxid_5390224027312,那就好,That's good.
2018-11-08 09:32:03,wxid_5390224027312,qq78263462,而且这个公安的对外面的这个单位的评价很好,"Moreover, the public security's evaluation of this external unit is very good."
2018-11-08 09:32:31,wxid_5390224027312,qq78263462,那这种情况，我怎么处身份呢,How should I handle my identity in this situation?
2018-11-08 09:32:41,wxid_5390224027312,qq78263462,就一通瞎聊,Just chatting aimlessly
2018-11-08 09:36:55,qq78263462,wxid_5390224027312,变成朋友,Become friends
2018-11-08 09:36:59,qq78263462,wxid_5390224027312,不管啥子,Whatever
2018-11-08 09:37:50,qq78263462,wxid_5390224027312,变成朋友都没错,It's not wrong to become friends.
2018-11-08 09:38:00,wxid_5390224027312,qq78263462,好，要的,"Okay, sure."
2018-11-08 09:42:33,wxid_5390224027312,qq78263462,思思姐，我觉得我真的妈的太单纯了，这种居然跑了这么久都没学会,"Sister Si Si, I feel like I am really too naive, I have been running for so long and still haven't learned anything."
2018-11-08 09:46:04,qq78263462,wxid_5390224027312,我跟你开玩笑的 你喊思思就是了,"I am joking with you, just call me Sisi."
2018-11-08 09:46:08,qq78263462,wxid_5390224027312,不要姐 哈哈哈哈,Don't sister. Hahahaha
2018-11-08 09:46:17,qq78263462,wxid_5390224027312,你是很单纯啊,You are very naive.
2018-11-08 09:46:18,qq78263462,wxid_5390224027312,哈哈哈哈哈,Hahahaha
2018-11-08 09:46:25,qq78263462,wxid_5390224027312,主要是没人跟你说,"Basically, no one told you."
2018-11-08 09:47:06,wxid_5390224027312,qq78263462,对啊，王哲从来不跟我说，而且每次我问他这种就很含糊地跟我说，自己都搞不清楚，还没得你会,"Yes, Wang Zhe never tells me, and every time I ask him about this, he tells me ambiguously, not even clear to himself. Do you understand this better than me?"
2018-11-08 09:47:13,wxid_5390224027312,qq78263462,以后你就是我大哥了,You are my big brother from now on.
2018-11-08 09:47:42,wxid_5390224027312,qq78263462,我有一个大哥，你以后就是大哥大[奸笑],"I have an older brother, you are the big brother in the future [smirking]"
2018-11-08 09:47:48,wxid_5390224027312,qq78263462,比大哥还厉害,Even more powerful than the eldest brother.
2018-11-08 09:48:00,qq78263462,wxid_5390224027312,但是你要搞清楚 王哲为啥子不跟你说,But you need to figure out why Wang Zhe doesn't tell you.
2018-11-08 09:50:05,wxid_5390224027312,qq78263462,他自己都不晓得咋子说我觉得,"He himself doesn't even know how to say it, I think."
2018-11-08 09:52:27,qq78263462,wxid_5390224027312,为什么,Why
2018-11-08 09:53:01,wxid_5390224027312,qq78263462,我跟他去出差他从来就没说起过这些东西,I went on a business trip with him and he has never mentioned these things.
2018-11-08 09:53:21,wxid_5390224027312,qq78263462,他就只教过我怎么跟客户介绍产品,He only taught me how to introduce products to customers.
2018-11-08 09:53:31,wxid_5390224027312,qq78263462,其他的什么都没交,Nothing else was exchanged
